,resnet18,resnet34,resnet50
1,0.008542266922380456,0.01481275103200021,0.0178466082817346
4,0.004840066684550376,0.0091991511421587,0.011360873229539574
8,0.005877630195425983,0.009893905727108519,0.011597911616665634
16,0.0024946156009357776,0.004145186525493411,0.008591583475994704
32,0.002836233557169162,0.004563913123691502,0.008728343338223558
