,resnet18,resnet34,resnet50
FP32,0.00989055154311597,0.01693966640299888,0.019452313082901077
FP16_torch,0.009034480281810664,0.017017085348541412,0.019448458848886154
FP16_apex,0.009056915589912453,0.016978000276651813,0.020045562006121304
